Word,Category,Co-grouped,Dict id,Display cat,POS,ID,Frequency,Priority,Image,Frame,Morph,,,,,,,,,,
अद्यापक,person,friend,110694258,N,N,98873,46,,,YN,N_ghar,.@animate,.@male,,,,,,,,
वह,thing,it,,N,NP,,,,,,,.UNC,,,,,,,,,
घर,place,home,108559508,N,N,78908,61,,,YN,N_ghar,.DIR,.@male,,,,,,,,
पाटशाला,place,home,104146050,N,N,41029,15,,,YN,N_pita,.@male,,,,,,,,,
चंदा,place,sun,109358550,N,N,85945,1,,,YN,N_lata,.@female,,,,,,,,,
सूरज,place,sun,109450454,N,N,86678,1,,,YN,N_ghar,.@male,,,,,,,,,
गली,place,way,104335209,N,N,42606,3,,,YN,N_nadi,.@female,,,,,,,,,
रास्ता,place,way,113777764,N,N,132852,20,,,YN,N_ladka,.@male,,,,,,,,,
अलविदा,tell,hello,106629610,N,N,62458,6,,,YN,N_krodh,.COM,.@male,,,,,,,,
नमस्ते,tell,hello,106632511,N,N,62487,2,,,YN,N_krodh,.COM,.@male,,,,,,,,
नाम,tell,story,106333653,N,N,60072,94,,,YN,N_ghar,.COM,.@male,,,,,,,,
कहानी,tell,story,106514093,N,N,61511,38,,,YN,N_nadi,.COM,.@female,,,,,,,,
किताब,thing,book,106410904,N,N,60524,46,,,YN,N_baat,.@female,,,,,,,,,
कलम,thing,book,103908204,N,N,38329,7,,,YN,N_baat,.@female,,,,,,,,,
तस्वीर,thing,book,103876519,N,N,37739,37,,,YN,N_baat,.@female,,,,,,,,,
गाड़ी,thing,car,102958343,N,N,29117,89,,,YN,N_nadi,.@female,,,,,,,,,
कंप्यूटर,thing,computer,103082979,N,N,30609,6,,,YN,N_ghar,.@male,,,,,,,,,
फोन,thing,computer,104401088,N,N,42372,31,,,YN,N_ghar,.@male,,,,,,,,,
कपड़ा,thing,dress,102728440,N,N,26782,44,,,YN,N_ladka,.@male,,,,,,,,,
जूता,thing,dress,104199027,N,N,39817,27,,,YN,N_ladka,.@male,,,,,,,,,
पैसा,thing,money,113384557,N,N,129056,77,,,YN,N_ladka,.UNC,.@male,,,,,,,,
बिस्तर,thing,table,102818832,N,N,24016,51,,,YN,N_ghar,.@male,,,,,,,,,
कुर्सी,thing,table,103001627,N,N,29802,35,,,YN,N_nadi,.@female,,,,,,,,,
मेज़,thing,table,104379243,N,N,42965,25,,,YN,N_ghar,.@male,,,,,,,,,
गेंद,thing,toy,102778669,N,N,27397,35,,,YN,N_baat,.@female,,,,,,,,,
खिलोना,thing,toy,103964744,N,N,38886,4,,,YN,N_ladka,.@male,,,,,,,,,
थैला,thing,,102773037,N,N,27238,8,,,YN,N_ladka,.@male,,,,,,,,,
दिन,time,day,115155220,N,N,143741,172,,,YN,N_krodh,.@male,,,,,,,,,
रात,time,day,115167027,N,N,144524,167,,,YN,N_baat,.@female,,,,,,,,,
आज,time,today,115156001,N,N,143940,13,,,YN-Gen,N_krodh,.TIM,.@male,,,,,,,,
कल,time,today,115156187,N,N,143941,16,,,YN-Gen,N_krodh,.TIM,.@male,,,,,,,,
खा,live,eat,201168468,V,V,157351,61,,,Y-T,V_Kha,,,,,,,,,,
बना,make,make,201617192,V,V,160015,337,,,Y-T,V_Kha,.INONE,,,,,,
बना,make,make,201617193,V,V,160015,337,,,Y-DT,V_Kha,.INONE,,,,,,
आ,come,come,202005948,V,V,100002,345,,,Y-I,V_Kha,,,,,,,,,,
जा,go,go,201835496,V,V,163428,487,,,Y-T,V_ja,,,,,,,,,,
ला,bring,bring,202077656,V,V,165562,154,,,Y-DT,V_Kha,,,,,,,,,
मार,hit,help,201405044,V,V,100006,25,,,Y-T,V_tadap,,,,,,,,,,
सुन,hear,see,202169702,V,V,166325,275,,,Y-T,V_tadap,,,,,,,,,
देख,see,see,202129289,V,V,165949,613,,,Y-T,V_tadap,,,,,,,,,,
पूच,ask,talk,200784727,V,V,152857,16,,,Y-DT,V_tadap,,,,,,,,
बैट,sit,walk,201543123,V,V,160716,135,,,Y-T,V_tadap,,,,,,,,,,
चल,walk,walk,201904930,V,V,163516,184,,,Y-I,V_tadap,,,,,,,,
खेल,play,help,201072949,V,V,152487,70,,,Y-T,V_tadap,,,,,,,,,
सीख,learn,learn,200598954,V,V,151428,196,,,Y-T,V_tadap,,,,,,,
रो,cry,talk,200912048,V,V,155270,43,,,Y-I,V_Kha,,,,,,,,,
कह,say,talk,200979870,V,V,155385,1,,,Y-T,V_tadap,,,,,,,,
बोल,talk,talk,200962447,V,V,155691,161,,,Y-T,V_tadap,,,,,,,,,
सोच,think,think,200689344,V,V,152928,358,,,Y-T,V_tadap,,,,,,,,,
रह,live,live,202649830,V,V,170252,142,,,Y-I,V_tadap,,,,,,,,,
बरस,rain,rain,202756558,V,V,170845,13,,,Y-I,V_tadap,.ITST,,,,,,,,,
पढ़,read,read,200625119,V,V,151699,115,,,Y-T,V_tadap,,,,,,,,,
लिख,write,read,200993014,V,V,155915,94,,,Y-T,V_tadap,,,,,,,,,
पी,drink,eat,201170052,V,V,157362,30,,,Y-T,V_pi,,,,,,,,,,
सो,sleep,eat,200014742,V,V,146062,60,,,Y-I,V_Kha,,,,,,,,,,
गिर,go,come,201972298,V,V,164504,43,,,Y-I,V_tadap,,,,,,,,,,
चाह,want,like,201825237,V,V,163303,414,,,Y-T,V_tadap,,,,,,,
रुख,stop,start,202680814,V,V,171108,104,,,Y-T,V_tadap,,,,,,,,
ले,take,bring,202599636,V,V,170345,92,,,Y-T,V_le,,,,,,,
रख,put,bring,201494310,V,V,160303,328,,,Y-DT,V_tadap,,,,,,,,,,
जान,know,know,200594337,V,V,152190,76,,,Y-T,V_tadap,,,,,,,,,
कर,do,give,201712704,V,V,156821,198,,,Y-T,V_kar,,,,,,,,
ुउपयोग कर,use,make,201158872,V,V,153568,705,,,Y-T,V_kar,,,,,,,,,
कोशिश कर,try,work,202530167,V,V,166769,425,,,Y-T,V_kar,,,,,,,,,
कर(काम),work,work,202413480,V,V,168018,74,,,Y-CVT,V_kar,,,,,,,
कर(चालू),start,start,200345761,V,V,149697,558,,,Y-CVT,V_kar,,,,,,
कर(प्यार),love,like,201775164,V,V,162675,43,,,Y-CVT,V_kar,,,,,,,,,
कर(पसंद),think,like,201777210,V,V,159579,73,,,Y-CVT,V_kar,,,,,,,,,
बुला,tell,talk,200789448,V,V,154003,59,,,Y-T,V_Kha,,,,,,,
बुला,tell,talk,202601456,V,V,154004,60,,,Y-T,V_Kha,,,,,,,
बता,verb,tell,201009240,V,V,156037,2130,,,Y-DT,V_Kha,,,,,,,,,,
मदद कर,help,help,202547586,V,V,168284,240,,,Y-T,V_kar,.INONE,,,,,,,
महसूस कर,feel,feel,201771535,V,V,162168,186,,,Y-T,V_kar,,,,,,,,,,
चला,ride,walk,201957529,V,V,162712,54,,,Y-T,V_Kha,,,,,,
दे,give/let,give,202316868,V,V,167751,179,,,Y-DT,V_le,,,,,,,,,,
दे,give/let,give,202423183,V,V,168122,323,,,Y-DT,V_le,,,,,,,,,,
धनयवाद दे,tell,thank,200892315,V,V,154852,18,,,Y-T,V_le,.IGER,,,,,,,
रोक दे,stop,start,202680815,V,V,171108,104,,,Y-T,V_le,,,,,,,,
ले,get,bring,202210855,V,V,166702,269,,,Y-T,V_le,,,,,,,,
पास हो,give,have,202203362,V,V,165076,1244,,,Y-T,V_ho,,,
खोल,open,open.v.01,201346003,V,V,,,,,Y-T,V_tadap,,,,,,,,,,
हो,verb,be,202604760,V,V,170101,10742,,,Y-T,V_ho,
प्रश्न,tell,story,100000085,N,N,99999,999,,,YN,N_ghar,.@male,.@communication,,,,,,,,
ज़्यादा,more,more.a.01,301555133,D,J,,,,,YJ,J_lal,,,,,,,,,,
हाँ,yes,yes.n.01,107203900,N,N,,,,,YN,N_krodh,.@male,.@abstraction,.@communication,,,,,,,,
नही,no,no.a.01,302268485,D,J,,,,,YJ,N_krodh,.@female,.@abstraction,.@communication,,,,,,,
डॉक्टर,doctor,doctor.n.01,110020890,N,N,,,,,YN,N_ghar,.@male,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
तेरपिस्ट,therapist,therapist.n.01,110707233,N,N,,,,,YN,N_ghar,.@female,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
दाई,nanny,nanny.n.01,110345100,N,N,,,,,YN,N_davai,.@female,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
नानी,grandmother,grandma.n.01,110142747,N,N,,,,,YN,N_nadi,.@female,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
टॅंडा,drink,drink.n.01,107885223,N,N,,,,,YN,N_krodh,.@male,.@abstraction,,,,,,,,,
ब्रेकफास्ट,breakfast,breakfast.n.01,107574602,N,N,,,,,YN,N_krodh,.@physical_object,.@concrete,.@comestible,,,,,,,
नाश्ता,snack,bite.n.04,107577374,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
लंच,lunch,lunch.n.01,107575076,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
डिन्नर,dinner,dinner.n.01,107575726,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
सीरियाल,cereal,cereal.n.01,112141495,N,N,,,,,YN,N_krodh,.@male,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
सॅंडविच,sandwich,sandwich.n.01,107695965,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
मफिन,muffin,muffin.n.01,107690273,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
टोस्ट,toast,toast.n.01,107686873,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
चीज़,cheese,cheese.n.01,107850329,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
बॅगेल,bagel,bagel.n.01,107693725,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
ग्रनॉला,granola,granola.n.01,107704994,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
जेल्ली,jelly,gelatin.n.02,107643981,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
बेकन,bacon,bacon.n.01,107670433,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
अंडा,egg,egg.n.01,101460457,N,N,,,,,YN,N_krodh,.@male,.@natural,.@physical_object,.@concrete,.@object,,,,,,
दोसा,pancake,pancake.n.01,107640203,N,N,,,,,YN,N_pita,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
वडा,donut,doughnut.n.02,107639069,N,N,,,,,YN,N_pita,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
मक्कन,butter,butter.n.01,107848338,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
सॉसेज,sausage,sausage.n.01,107675627,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
पिज़्ज़ा,pizza,pizza.n.01,107873807,N,N,,,,,YN,N_ghar,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
पास्ता,pasta,pasta.n.01,107863374,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
बर्गर,burger,hamburger.n.01,107697100,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
सलाद,salad,salad.n.01,107806221,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
स्पगेटी,spaghetti,spaghetti.n.01,107700003,N,N,,,,,YN,N_krodh,.@female,.@physical_object,.@concrete,.@comestible,,,,,,,
नूडल,noodle,noodle.n.01,107699584,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,,,,,,,
दही,yoghurt,yogurt.n.01,107849336,N,N,,,,,YN,N_krodh,.@female,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
कुकी,cookie,cookie.n.01,107635155,N,N,,,,,YN,N_krodh,.@female,.@physical_object,.@solid,.@concrete,,,,,,,
पॉपकॉर्न,popcorn,popcorn.n.01,112145477,N,N,,,,,YN,N_krodh,.@male,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
चिप्स,french fry,child.n.01,109917593,N,N,,,,,YN,N_krodh,.@male,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
वेफर,wafer,wafer.n.01,114705183,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
नाचो,nacho,nacho.n.01,107712959,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
बादाम,nut,nut.n.01,113136556,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@object,,,,,,,
बिस्कट,cracker,cracker.n.01,107681926,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
प्रेटज़ेल,pretzel,pretzel.n.01,107695742,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
ब्रेड,bread,bread.n.01,107679356,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
सेब,apple,apple.n.01,107739125,N,N,,,,,YN,N_ghar,.@male,.@physical_object,.@solid,.@concrete,.@object,,,,,,
केला,banana,banana.n.01,112352287,N,N,,,,,YN,N_ladka,.@male,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
नारंगी,orange,orange.n.01,107747607,N,N,,,,,YN,N_nadi,.@female,.@physical_object,.@solid,.@concrete,.@object,,,,,,
अंगूर,grape,grape.n.01,107758680,N,N,,,,,YN,N_ghar,.@male,.@physical_object,.@solid,.@concrete,.@object,,,,,,
नाश्पाति,pear,pear.n.01,107767847,N,N,,,,,YN,N_nadi,.@female,.@physical_object,.@solid,.@concrete,.@object,,,,,,
तरबूज़,watermelon,watermelon.n.01,112164065,N,N,,,,,YN,N_krodh,.@male,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
स्ट्रॉबेरी,strawberry,strawberry.n.01,107745940,N,N,,,,,YN,N_nadi,.@female,.@physical_object,.@solid,.@concrete,.@object,,,,,,
रसबेरी,raspberry,raspberry.n.01,112655869,N,N,,,,,YN,N_nadi,.@female,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
ब्लुबेरी,blueberry,blueberry.n.01,112246232,N,N,,,,,YN,N_nadi,.@female,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
फल,fruit,fruit.n.01,113134947,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@object,,,,,,,
दूध,milk,milk.n.01,107844042,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@abstraction,.@concrete,.@comestible,.@substance,,,,,
सोडा,soda,sodium_carbonate.n.01,115044844,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
स्मूती,smoothie,smoothie.n.01,110615179,N,N,,,,,YN,N_nadi,.@female,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
रस,juice,juice.n.01,107923748,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@comestible,,,,,,,
घन,block,block.n.01,102852523,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
गुड़िया,doll,doll.n.01,103219135,N,N,,,,,YN,N_lata,.@female,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
कपड़ा,clothes,apparel.n.01,102728440,N,N,,,,,YN,N_ladka,.@male,.@physical_object,.@garment,.@concrete,.@artifact,.@object,,,,,
जूता,shoe,shoe.n.01,104199027,N,N,,,,,YN,N_ladka,.@male,.@physical_object,.@garment,.@concrete,.@artifact,.@object,,,,,
पेट,tummy,pot.n.07,105556071,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
आँख,eye,eye.n.01,105311054,N,N,,,,,YN,N_baat,.@female,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
नाक,nose,nose.n.01,105598147,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
कान,ear,ear.n.01,105320899,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
उंगली,finger,finger.n.01,105566504,N,N,,,,,YN,N_nadi,.@female,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
अंगूठा,thumb,thumb.n.01,105567217,N,N,,,,,YN,N_pita,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
घुटना,knee,knee.n.01,105573602,N,N,,,,,YN,N_pita,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
टखना,ankle,ankle.n.01,105578442,N,N,,,,,YN,N_pita,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
पैर,foot,foot.n.01,105563266,N,N,,,,,YN,N_krodh,.@male,PLR,feet,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,
पीट,back,back.n.01,105558717,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
बुलबुला,bubble,bubble.n.01,109229709,N,N,,,,,YN,N_pita,.@male,.@scalar,.@abstraction,,,,,,,,
बंदूक,gun,gun.n.01,103467984,N,N,,,,,YN,N_krodh,.@male,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,,,,
टेद्दी,teddy,teddy.n.01,104399382,N,N,,,,,YN,N_nadi,.@female,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
खिलोना घर,dollhouse,dollhouse.n.01,103219483,N,N,,,,,YN,N_ghar,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
पन्ना,page,page.n.01,106256697,N,N,,,,,YN,N_ladka,.@male,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
चित्र पुस्तक,comic,comedian.n.01,109940146,N,N,,,,,YN,N_ghar,.@male,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
माया कथा,fairytale,fairytale.n.01,107222581,N,N,,,,,YN,N_lata,.@female,.@abstraction,.@communication,,,,,,,,
साइकल,cycle,cycle.n.01,115287830,N,N,,,,,YN,N_krodh,.@male,.@abstraction,,,,,,,,,
बस,bus,bus.n.01,102924116,N,N,,,,,YN,N_krodh,.@male,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,,,,
स्ट्रॉल्लेर,stroller,saunterer.n.01,110553235,N,N,,,,,YN,N_krodh,.@male,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
टॅक्सी,taxi,cab.n.03,102930766,N,N,,,,,YN,N_krodh,.@male,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
बाइक,motorcycle,motorcycle.n.01,103790512,N,N,,,,,YN,N_krodh,.@male,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
हवाई जहाज़,airplane,airplane.n.01,102691156,N,N,,,,,YN,N_krodh,.@male,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
पालतू जानवर,pet,pet.n.01,101318894,N,N,,,,,YN,N_krodh,.@male,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
घोड़ा,horse,horse.n.01,102374451,N,N,,,,,YN,N_ladka,.@male,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
गाइ,cow,cow.n.01,102403454,N,N,,,,,YN,N_krodh,.@female,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
शेर,lion,lion.n.01,102129165,N,N,,,,,YN,N_krodh,.@male,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
हाथी,elephant,elephant.n.01,102503517,N,N,,,,,YN,N_aadmi,.@male,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
मछली,fish,fish.n.01,102512053,N,N,,,,,YN,N_nadi,.@female,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
मगरमच,crocodile,crocodile.n.01,101697178,N,N,,,,,YN,N_krodh,.@male,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
बाहर,out,out.r.01,400232862,D,A,,,,,YA,A,,,,,,,,,,
शोचालय,bathroom,bathroom.n.01,102807731,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
रसोईघर,kitchen,kitchen.n.01,103619890,N,N,,,,,YN,N_ghar,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
हॉल,living-room,living_room.n.01,103679712,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
कॅंटीन,cafeteria,cafeteria.n.01,102935891,N,N,,,,,YN,N_krodh,.@male,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
