4000007015,about,000000000000000001000
4000149510,actually,000000000000000001000
4000074095,ago,000000000000000001000
4000066781,ahead,000000000000000001000
4000008007,all,000000000000000001000
4000008600,alone,000010000000000001000
4000031798,already,000000000000000001000
4000047534,also,000000000000000001000
4000026571,anyhow,000000000000000001000
4000031606,anymore,000000000000000001000
4100026571,anyway,000000000000000001000
4000015953,badly,000010000000000001000
4000144722,certainly,000010000000000001000
4000039058,clearly,000010000000000001000
4000051848,directly,000010000000000001000
4000239908,each,000000000000000001000
4000024893,either,000000000000000001000
4000158309,exactly,000000000000000001000
4000048138,finally,000000000000000001000
4000074641,forward,000000000000000001000
4000027384,however,000000000000000001000
4000063172,instead,000000000000000001000
4000004722,just,000000000000000001000
4000069901,loudly,000010000000000001000
4000300247,maybe,000000000000000001000
4000111609,most,000000000000000000000
4100073033,nearly,000010000000000001000
4100232936,off,000000000000000001000
4000035058,often,000010000000000001000
4000068368,on,000000000000000001000
4100004722,only,000000000000000001000
4100300247,perhaps,000000000000000001000
4000009966,please,000000000000000001000
4000138611,probably,000010000000000001000
4000085811,quickly,000010000000000001000
4100070166,quietly,000010000000000001000
4000018781,quite,000000000000000001000
4000098714,rather,000000000000000001000
4000037226,really,000000000000000001000
4000107416,recently,000010000000000001000
4000205052,right,000000000000000001000
4000161630,slowly,000010000000000001000
4000070166,softly,000010000000000001000
4000026137,somehow,000000000000000001000
4000021878,sometimes,000000000000000001000
4000031304,still,000000000000000001000
4000061677,suddenly,000010000000000001000
4000047392,too,000000000000000001000
4000106921,usually,000010000000000001000
4000031899,very,000000000000000001000
4000073033,almost,000000000000000001000
4000118869,once,000000000000000001000
4000071165,around,000000000000000001000
4000232936,away,000000000000000001000
4000221985,behind,000000000000000001000
4000095320,down,000000000000000001000
4000323786,east,000000000000000001000
4000101323,far,000010000000000001000
4000110533,inside,000000000000000001000
4000387666,left,000000000000000001000
4000244043,north,000000000000000001000
4000232862,out,000000000000000001000
4000226550,over,000000000000000001000
4000243938,south,000000000000000001000
4000478821,through,000000000000000001000
4000116791,together,000000000000000001000
4000486509,under,000000000000000001000
4000096333,up,000000000000000001000
4000323908,west,000000000000000001000
4000061203,after,000000000000000001000
4000040365,again,000000000000000001000
4000019339,always,000000000000000001000
4000060939,before,000000000000000001000
4000100681,early,000010000000000001000
4000087542,forever,000000000000000001000
4000020759,never,000000000000000001000
4000054212,next,000000000000000001000
4000049433,now,000000000000000001000
4000033922,soon,000010000000000001000
4000117620,then,000000000000000001000
4000027795,yet,000000000000000001000
3001705088,bald,001010000000000001020
3001990172,bent,001010000000000001020
3001382086,big,001010000000000001020
3000243606,blonde,001010000000000001020
3000781644,blurry,001010000000000001020
3000278551,bright,001010000000000001020
3000289082,broken,001010000000000001020
3000244503,brunette,001010000000000001020
3000934199,cheap,001010000000000001020
3000417413,clean,001010000000000001020
3001653538,closed,001000000000000001020
3002075321,crazy,001010000000000001020
3001030022,curly,001010000000000001020
3000167278,cute,001010000000000001020
3000273082,dark,001010000000000001020
3000692762,deep,001010000000000001020
3000419289,dirty,001010000000000001020
3001086545,empty,001010000000000001020
3000933154,expensive,001010000000000001020
3000956131,fair,001010000000000001020
3001794340,fancy,001000000000000001020
3000986027,fat,001010000000000001020
3000740217,fixed,001000000000000001020
3000218950,handsome,001010000000000001020
3001184932,heavy,001010000000000001020
3001531957,medium,001000000000000001020
3002426042,messy,001010000000000001020
3002561888,narrow,001010000000000001020
3001643620,old,001010000000000001020
3002070887,opposite,001000000000000001020
3001050890,poor,001010000000000001020
3000220082,pretty,001010000000000001020
3002021905,rich,001010000000000001020
3002068476,same,001000000000000001020
3000691696,shallow,001010000000000001020
3000281657,shiny,001010000000000001020
3001442186,short,001010000000000001020
3000990192,skinny,001010000000000001020
3000438707,smart,001010000000000001020
3000596511,straight,001010000000000001020
3002385102,tall,001010000000000001020
3002410393,thick,001010000000000001020
3002412164,thin,001010000000000001020
3001447302,tight,001010000000000001020
3000220956,ugly,001010000000000001020
3002823018,vanilla,001000000000000000000
3002560548,wide,001010000000000001020
3002580449,worn,001010000000000001020
3001646941,young,001010000000000001020
3000392812,black,001000000000000001020
3000370869,blue,001000000000000001020
3000372111,brown,001000000000000001020
3001528730,gold,001000000000000001020
3000375969,green,001000000000000001020
3000378892,orange,001000000000000001020
3000379595,pink,001000000000000001020
3000380312,purple,001000000000000001020
3000381097,red,001000000000000001020
3001529053,silver,001000000000000001020
3000393105,white,001000000000000001020
3000385756,yellow,001000000000000001020
3000077645,afraid,001010000000000001020
3002249766,alone,001010000000000001020
3000113818,angry,001010000000000001020
3001806106,annoyed,001010000000000001020
3000153898,ashamed,001010000000000001020
3001126291,awful,001010000000000001020
3002432682,bored,001010000000000001020
3000968010,curious,001010000000000001020
3001212867,depressed,001010000000000001020
3002333976,disappointed,001010000000000001020
3001664880,discouraged,001010000000000001020
3000531628,embarrassed,001010000000000001020
3000085630,excited,001010000000000001020
3002081114,fine,001010000000000001020
3102333976,frustrated,001010000000000001020
3001265308,funny,001010000000000001020
3001136248,grouchy,001010000000000001020
3001148283,happy,001010000000000001020
3000889239,homesick,001010000000000001020
3000888765,jealous,001010000000000001020
3000981304,lazy,001010000000000001020
3002251212,lonely,001010000000000001020
3001449564,lost,001010000000000001020
3000115193,mad,001010000100000001020
3001587077,nasty,001010000000000001020
3001818234,negative,001010000000000001020
3002406908,nervous,001010000000000001020
3001889256,proud,001010000000000001020
3002407603,relaxed,001010000000000001020
3001361863,sad,001010000000000001020
3002057829,safe,001010000000000001020
3000079629,scared,001010000000000001020
3000339941,shy,001010000000000001020
3002541302,sick,001010000000000001020
3000189017,sleepy,001010000000000001020
3002357479,surprised,001010000000000001020
3000193799,terrible,001000000000000001020
3002554140,thirsty,001010000000000001020
3002431728,tired,001010000000000001020
3000479933,uncomfortable,001010000000000001020
3002457167,upset,001010000000000001020
3002540578,well,001010000000000001020
3001676517,wonderful,001010000000000001020
3102457167,worried,001010000000000001020
3002269286,all,001000000000000001020
3002070188,another,001000000000000001020
3002336109,enough,001000000000000001020
3001581305,extra,001000000000000001020
