Word,Category,Co-grouped,Dict id,Display cat,POS,ID,Frequency,Priority,Image,Frame,Morph,,,,,,,,,,
she,person,I,,N,NP,,,,,,,.@animate,.@uncountable,,,,,,,,
you,person,I,,N,NP,,,,,,,.@animate,.@uncountable,,,,,,,,
here,place,here,,N,NP,,,,,,,.@uncountable,.@place,,,,,,,,
there,place,here,,N,NP,,,,,,,.@uncountable,.@place,,,,,,,,
home,place,home,108559508,N,N,78908,61,,,YN,M2_cat,.@direction,.@place,,,,,,,,
school,place,home,104146050,N,N,41029,15,,,YN,M2_cat,.@place,,,,,,,,,
moon,place,sun,109358550,N,N,85945,1,,,YN,M2_cat,.@place,,,,,,,,,
sun,place,sun,109450454,N,N,86678,1,,,YN,M2_cat,.@place,,,,,,,,,
street,place,way,104335209,N,N,42606,3,,,YN,M2_cat,.@place,,,,,,,,,
way,place,way,113777764,N,N,132852,20,,,YN,M2_cat,.@place,,,,,,,,,
goodbye,tell,hello,106629610,N,N,62458,6,,,YN,M2_cat,.@communication,,,,,,,,,
hello,tell,hello,106632511,N,N,62487,2,,,YN,M2_cat,.@communication,,,,,,,,,
name,tell,story,106333653,N,N,60072,94,,,YN,M2_cat,.@communication,,,,,,,,,
story,tell,story,106514093,N,N,61511,38,,,YN,M3_candy,.@communication,,,,,,,,,
book,thing,book,106410904,N,N,60524,46,,,YN,M2_cat,,,,,,,,,,
pencil,thing,book,103908204,N,N,38329,7,,,YN,M2_cat,,,,,,,,,,
picture,thing,book,103876519,N,N,37739,37,,,YN,M2_cat,,,,,,,,,,
car,thing,car,102958343,N,N,29117,89,,,YN,M2_cat,.@place,,,,,,,,,
computer,thing,computer,103082979,N,N,30609,6,,,YN,M2_cat,,,,,,,,,,
phone,thing,computer,104401088,N,N,42372,31,,,YN,M2_cat,,,,,,,,,,
dress,thing,dress,102728440,N,N,26782,44,,,YN,M4_lunch,,,,,,,,,,
shoe,thing,dress,104199027,N,N,39817,27,,,YN,M2_cat,,,,,,,,,,
it,thing,it,,N,NP,,,,,,,.@uncountable,,,,,,,,,
money,thing,money,113384557,N,N,129056,77,,,YN,M0,.@uncountable,,,,,,,,,
bed,thing,table,102818832,N,N,24016,51,,,YN,M2_cat,,,,,,,,,,
chair,thing,table,103001627,N,N,29802,35,,,YN,M2_cat,,,,,,,,,,
table,thing,table,104379243,N,N,42965,25,,,YN,M2_cat,,,,,,,,,,
ball,thing,toy,102778669,N,N,27397,35,,,YN,M2_cat,,,,,,,,,,
toy,thing,toy,103964744,N,N,38886,4,,,YN,M2_cat,,,,,,,,,,
bag,thing,,102773037,N,N,27238,8,,,YN,M2_cat,,,,,,,,,,
day,time,day,115155220,N,N,143741,172,,,YN,M2_cat,.@time,,,,,,,,,
night,time,day,115167027,N,N,144524,167,,,YN,M2_cat,.@time,,,,,,,,,
today,time,today,115156001,N,N,143940,13,,,YN-Gen,M2_cat,.@time_prep_none,,,,,,,,,
yesterday,time,today,115156187,N,N,143941,16,,,YN-Gen,M2_cat,.@time_prep_none,,,,,,,,,
make,do,make,201617192,V,V,160015,337,,,Y-T,M17_use,PAS,made,PTP,made,.@mark_inf_none,.@mark_agt_animate,,
make,do,make,201617193,V,V,160015,337,,,Y-DT,M17_use,PAS,made,PTP,made,.@mark_inf_none,.@mark_agt_animate,,
use,do,make,201158872,V,V,153568,705,,,Y-T,M17_use,,,,,,,,,,
try,do,work,202530167,V,V,166769,425,,,Y-T,M18_try,.@mark_agt_animate,,,,,,,,,
work,do,work,202413480,V,V,168018,74,,,Y-T;Y-I,M16_work,,,,,,,,,,
bring,give,bring,202077656,V,V,165562,154,,,Y-DT,M22_fall,PAS,brought,GER,bringing,PTP,brought,3PS&PRS,brings,.@mark_agt_animate,
get,give,bring,202210855,V,V,166702,269,,,Y-DT,M23_get,PAS,got,PTP,got,.@mark_agt_animate,
put,give,bring,201494310,V,V,160303,328,,,Y-DT,M23_get,PAS,put,PTP,put,.@mark_agt_animate,
take,give,bring,202599636,V,V,170345,92,,,Y-DT,M17_use,PAS,took,PTP,taken,.@mark_agt_animate,
have,give,have,202203362,V,V,165076,1244,,,Y-T,M17_use,PAS,had,PTP,had,3PS&PRS,has,,
come,go,come,202005948,V,V,164222,345,,,Y-I,M17_use,PAS,came,PTP,come,,,
fall,go,come,201972298,V,V,164504,43,,,Y-I,M22_fall,PAS,fell,GER,falling,PTP,fallen,3PS&PRS,falls,,
start,go,start,200345761,V,V,149697,558,,,Y-T;Y-I,M16_work,.@mark_inf_gerund,,,,,,,,,
stop,go,start,202680814,V,V,171108,104,,,Y-T;Y-I,M24_stop,.@mark_inf_gerund,,,,,
ride,go,walk,201957529,V,V,162712,54,,,Y-T,M0,PAS,rode,GER,riding,PTP,ridden,3PS&PRS,rides,.@mark_agt_animate,
sit,go,walk,201543123,V,V,160716,135,,,Y-T,M0,PAS,sat,GER,sitting,PTP,sat,3PS&PRS,sits,.@mark_agt_animate,
walk,go,walk,201904930,V,V,163516,184,,,Y-T,M16_work,.@mark_agt_animate,,,,,,,,,
read,learn,read,200625119,V,V,151699,115,,,Y-T,M0,PAS,read,GER,reading,PTP,read,3PS&PRS,reads,.@mark_agt_animate,
write,learn,read,200993014,V,V,155915,94,,,Y-T,M0,PAS,wrote,GER,writing,PTP,written,3PS&PRS,writes,.@mark_agt_animate,
drink,live,eat,201170052,V,V,157362,30,,,Y-T,M22_fall,PAS,drank,GER,drinking,PTP,drunk,3PS&PRS,drinks,.@mark_agt_animate,
eat,live,eat,201168468,V,V,157351,61,,,Y-T,M22_fall,PAS,ate,GER,eating,PTP,eaten,3PS&PRS,eats,.@mark_agt_animate,
sleep,live,eat,200014742,V,V,146062,60,,,Y-I,M22_fall,PAS,slept,GER,sleeping,PTP,slept,3PS&PRS,sleeps,.@mark_agt_animate,
hear,live,see,202169702,V,V,166325,275,,,Y-T,M22_fall,PAS,heard,GER,hearing,PTP,heard,3PS&PRS,hears,.@mark_agt_animate,
see,live,see,202129289,V,V,165949,613,,,Y-T,M22_fall,PAS,saw,GER,seeing,PTP,seen,3PS&PRS,sees,.@mark_agt_animate,
ask,tell,talk,200784727,V,V,152857,16,,,Y-DT,M16_work,.@mark_agt_animate,,,,,,,,,
call,tell,talk,200789448,V,V,154003,59,,,Y-DT,M16_work,,,,,,,,,,
call,tell,talk,202601456,V,V,168037,0,,,Y-DT,M16_work,,,,,,,,,,
cry,tell,talk,200912048,V,V,155270,43,,,Y-I,M18_try,.@mark_agt_animate,,,,,,,,,
say,tell,talk,200979870,V,V,155385,1,,,Y-T,M22_fall,PAS,said,GER,saying,PTP,said,3PS&PRS,says,.@mark_agt_animate,
talk,tell,talk,200962447,V,V,155691,161,,,Y-T,M16_work,.@mark_agt_animate,,,,,,,,,
thank,tell,thank,200892315,V,V,154852,18,,,Y-DT,M16_work,.@mark_inf_gerund,.@mark_agt_animate,.@mark_gol_animate,,,,,,,
feel,think,feel,201771535,V,V,162168,186,,,Y-T,M22_fall,PAS,felt,GER,feeling,PTP,felt,3PS&PRS,feels,.@mark_agt_animate,
know,think,know,200594337,V,V,152190,76,,,Y-T,M22_fall,PAS,knew,GER,knowing,PTP,known,3PS&PRS,knows,.@mark_agt_animate,
like,think,like,201777210,V,V,159579,73,,,Y-T,M17_use,.@mark_agt_animate,,,,,,,,,
love,think,like,201775164,V,V,162675,43,,,Y-T,M17_use,.@mark_agt_animate,,,,,,,,,
want,think,like,201825237,V,V,163303,414,,,Y-DT,M16_work,.@mark_agt_animate,,,,,,,,,
want,think,like,201825238,V,V,163303,414,,,Y-DT,M16_work,.@mark_agt_animate,,,,,,,,,
be,verb,be,202604760,V,V,170101,10742,,,Y-T,M0,PAS,be,GER,being,PTP,been,3PS&PRS,is,,
let,verb,be,202423183,V,V,168122,323,,,Y-DT,M0,PAS,let,GER,letting,PTP,let,3PS&PRS,lets,.@mark_inf_none,.@mark_agt_animate
do,verb,give,201712704,V,V,156821,198,,,Y-DT,M0,PAS,did,GER,doing,PTP,done,3PS&PRS,does,,
give,verb,give,202316868,V,V,167751,179,,,Y-DT,M0,PAS,gave,GER,giving,PTP,given,3PS&PRS,gives,.@mark_agt_animate,
aller,verb,go,201835496,V,V,163428,487,,,Y-T,V_aller,,,,,,,,
help,verb,help,202547586,V,V,168284,240,,,Y-DT,M16_work,.@mark_inf_none,.@mark_agt_animate,,,,,,,,
hit,verb,help,201405044,V,V,158848,25,,,Y-T,M0,PAS,hit,GER,hitting,PTP,hit,3PS&PRS,hits,,
play,verb,help,201072949,V,V,152487,70,,,Y-T,M16_work,.@mark_agt_animate,,,,,,,,,
learn,verb,learn,200598954,V,V,151428,196,,,Y-T,M22_fall,PAS,learned,GER,learning,PTP,learned,3PS&PRS,learns,.@mark_agt_animate,
live,verb,live,202649830,V,V,170252,142,,,Y-I,M17_use,.@mark_agt_animate,,,,,,,,,
rain,verb,rain,202756558,V,V,170845,13,,,Y-I,M16_work,.@intransitive,,,,,,,,,
tell,verb,tell,201009240,V,V,156037,2130,,,Y-DT,M22_fall,PAS,told,GER,telling,PTP,told,3PS&PRS,tells,.@mark_agt_animate,
think,verb,think,200689344,V,V,152928,358,,,Y-T,M22_fall,PAS,thought,GER,thinking,PTP,thought,3PS&PRS,thinks,.@mark_agt_animate,
Aditi,person,Aditi,100000001,N,N,100000001,999,,,YNP,M0,.@animate,.@proper,.@female,,,,,,,
Anjali,person,Aditi,100000002,N,N,100000002,999,,,YNP,M0,.@animate,.@proper,.@female,,,,,,,
Rohan,person,Aditi,100000003,N,N,100000003,999,,,YNP,M0,.@animate,.@proper,.@female,,,,,,,
Aditi-Zoo,person,Aditi,100000004,N,N,100000004,999,,,YNP,M0,.@animate,.@proper,.@female,,,,,,,
baby,family,mother,109827683,D,N,89262,999,,,YN,M3_candy,.@animate,.@male,,,,,,,,
become,verb,be,200149583,V,V,147717,999,,,Y-T,M0,PAS,became,GER,becoming,PTP,become,3PS&PRS,becomes,,
brother,family,mother,109876454,N,N,90084,999,,,YN,M2_cat,.@animate,.@male,,,,,,,,
milkman,person,teacher,110317884,N,N,94837,999,,,YN,M2_cat,.@animate,.@male,,,,,,,,
elephant,animal,dog,102503517,N,N,24208,999,,,YN,M2_cat,.@animate,,,,,,,,,
finally,time,always,400047903,D,A,201608,999,,,YA,M0,.@left_adj,.@time,,,,,,,,
first,time,always,400102736,D,A,202957,999,,,YA,M0,.@time,,,,,,,,,
goat,animal,dog,102416519,N,N,23207,999,,,YN,M2_cat,.@animate,,,,,,,,,
heavy,sense,pretty,301184932,D,J,182196,999,,,YJ,M31_funny,,,,,,,,,,
jealous,feel,happy,300888765,D,J,180413,999,,,YJ,M37_jealous,,,,,,,,,,
little,sense,big,301649031,D,J,185056,999,,,YJ,M32_blue,,,,,,,,,,
many,number,many,301551633,D,J,186705,999,,,YJ,M0,.@number,,,,,,,,,
parent,family,mother,110399491,N,N,95601,999,,,YN,M2_cat,.@animate,,,,,,,,,
remember,think,feel,200607780,V,V,147525,999,,,Y-T,M16_work,.@mark_agt_animate,,,,,,,,,
run away,go,walk,202075049,V,V,165671,999,,,Y-I,M0,PAS,ran away,GER,running away,PTP,run away,3PS&PRS,runs away,,
temple,place,home,104407435,N,N,43092,999,,,YN,M2_cat,.@place,,,,,,,,,
much,describe,much,400059171,D,A,186719,999,,,YJ,M0,,,,,,,,,,
some,number,many,301554063,D,J,186706,999,,,YJ,M0,..@number,,,,,,,,,
one day,time,today,115156188,N,N,143942,999,,,YN-Gen,M2_cat,.@time_prep_none,,,,,,,,,
all day,time,always,400047904,D,A,201609,999,,,YA,M0,.@time,,,,,,,,,
question,tell,story,100000085,N,N,99999,999,,,YN,M2_cat,.@communication,,,,,,,,
more,,more.a.01,301555133,D,J,,,,,YJ,M32_blue,,,,,,,,,,
yes,,yes.n.01,107203900,N,N,,,,,YN,M4_lunch,.@abstraction,.@communication,,,,,,,,
no,,no.a.01,302268485,D,J,,,,,YJ,M30_kind,.@abstraction,.@communication,,,,,,,
doctor,,doctor.n.01,110020890,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
therapist,,therapist.n.01,110707233,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
nanny,,nanny.n.01,110345100,N,N,,,,,YN,M3_candy,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
grandmother,,grandma.n.01,110142747,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
drink,,drink.n.01,107885223,N,N,,,,,YN,M2_cat,.@abstraction,,,,,,,,,
breakfast,,breakfast.n.01,107574602,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
snack,,bite.n.04,107577374,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
lunch,,lunch.n.01,107575076,N,N,,,,,YN,M4_lunch,.@physical_object,.@concrete,.@comestible,,,,,,,
dinner,,dinner.n.01,107575726,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
cereal,,cereal.n.01,112141495,N,N,,,,,YN,M2_cat,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
sandwich,,sandwich.n.01,107695965,N,N,,,,,YN,M4_lunch,.@physical_object,.@concrete,.@comestible,,,,,,,
muffin,,muffin.n.01,107690273,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
toast,,toast.n.01,107686873,N,N,,,,,YN,M1_sheep,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
cheese,,cheese.n.01,107850329,N,N,,,,,YN,M1_sheep,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
bagel,,bagel.n.01,107693725,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
granola,,granola.n.01,107704994,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
jelly,,gelatin.n.02,107643981,N,N,,,,,YN,M1_sheep,.@physical_object,.@concrete,.@comestible,,,,,,,
bacon,,bacon.n.01,107670433,N,N,,,,,YN,M1_sheep,.@physical_object,.@solid,.@concrete,,,,,,,
egg,,egg.n.01,101460457,N,N,,,,,YN,M2_cat,.@natural,.@physical_object,.@concrete,.@object,,,,,,
pancake,,pancake.n.01,107640203,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
donut,,doughnut.n.02,107639069,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
butter,,butter.n.01,107848338,N,N,,,,,YN,M1_sheep,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
sausage,,sausage.n.01,107675627,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
pizza,,pizza.n.01,107873807,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
pasta,,pasta.n.01,107863374,N,N,,,,,YN,M1_sheep,.@physical_object,.@concrete,.@comestible,,,,,,,
burger,,hamburger.n.01,107697100,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
salad,,salad.n.01,107806221,N,N,,,,,YN,M1_sheep,.@physical_object,.@concrete,.@comestible,,,,,,,
spaghetti,,spaghetti.n.01,107700003,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@comestible,,,,,,,
noodle,,noodle.n.01,107699584,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
yoghurt,,yogurt.n.01,107849336,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
cookie,,cookie.n.01,107635155,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,,,,,,,
popcorn,,popcorn.n.01,112145477,N,N,,,,,YN,M2_cat,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
french fry,,child.n.01,109917593,N,N,,,,,YN,M3_candy,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
wafer,,wafer.n.01,114705183,N,N,,,,,YN,M2_cat,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
nacho,,nacho.n.01,107712959,N,N,,,,,YN,M4_lunch,.@physical_object,.@concrete,.@comestible,,,,,,,
nut,,nut.n.01,113136556,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@object,,,,,,,
cracker,,cracker.n.01,107681926,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
pretzel,,pretzel.n.01,107695742,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
bread,,bread.n.01,107679356,N,N,,,,,YN,M1_sheep,.@physical_object,.@solid,.@concrete,.@comestible,,,,,,
apple,,apple.n.01,107739125,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@object,,,,,,
banana,,banana.n.01,112352287,N,N,,,,,YN,M2_cat,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
orange,,orange.n.01,107747607,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@object,,,,,,
grape,,grape.n.01,107758680,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@object,,,,,,
pear,,pear.n.01,107767847,N,N,,,,,YN,M2_cat,.@physical_object,.@solid,.@concrete,.@object,,,,,,
watermelon,,watermelon.n.01,112164065,N,N,,,,,YN,M2_cat,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
strawberry,,strawberry.n.01,107745940,N,N,,,,,YN,M3_candy,.@physical_object,.@solid,.@concrete,.@object,,,,,,
raspberry,,raspberry.n.01,112655869,N,N,,,,,YN,M3_candy,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
blueberry,,blueberry.n.01,112246232,N,N,,,,,YN,M3_candy,.@natural,.@physical_object,.@concrete,.@plant,.@object,,,,,
fruit,,fruit.n.01,113134947,N,N,,,,,YN,M1_sheep,.@physical_object,.@concrete,.@object,,,,,,,
milk,,milk.n.01,107844042,N,N,,,,,YN,M1_sheep,.@physical_object,.@abstraction,.@concrete,.@comestible,.@substance,,,,,
soda,,sodium_carbonate.n.01,115044844,N,N,,,,,YN,M2_cat,.@physical_object,.@abstraction,.@concrete,.@substance,,,,,,
smoothie,,smoothie.n.01,110615179,N,N,,,,,YN,M2_cat,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,,,
juice,,juice.n.01,107923748,N,N,,,,,YN,M1_sheep,.@physical_object,.@concrete,.@comestible,,,,,,,
block,,block.n.01,102852523,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
doll,,doll.n.01,103219135,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
clothes,,apparel.n.01,102728440,N,N,,,,,YN,M4_lunch,.@physical_object,.@garment,.@concrete,.@artifact,.@object,,,,,
shoe,,shoe.n.01,104199027,N,N,,,,,YN,M2_cat,.@physical_object,.@garment,.@concrete,.@artifact,.@object,,,,,
tummy,,pot.n.07,105556071,N,N,,,,,YN,M3_candy,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
eye,,eye.n.01,105311054,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
nose,,nose.n.01,105598147,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
ear,,ear.n.01,105320899,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
finger,,finger.n.01,105566504,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
thumb,,thumb.n.01,105567217,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
knee,,knee.n.01,105573602,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
ankle,,ankle.n.01,105578442,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
foot,,foot.n.01,105563266,N,N,,,,,YN,M0,PLR,feet,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,
back,,back.n.01,105558717,N,N,,,,,YN,M2_cat,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,,,,,
car,,car.n.01,102958343,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@vehicle,,,
train,,train.n.01,104468005,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,,,,
bubble,,bubble.n.01,109229709,N,N,,,,,YN,M2_cat,.@scalar,.@abstraction,,,,,,,,
gun,,gun.n.01,103467984,N,N,,,,,YN,M2_cat,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,,,,
teddy,,teddy.n.01,104399382,N,N,,,,,YN,M3_candy,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
dollhouse,,dollhouse.n.01,103219483,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
book,,book.n.01,106410904,N,N,,,,,YN,M2_cat,.@physical_object,.@concrete,.@artifact,.@object,,,,,,
